,index,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG,npxG per 90,npxG+xAG per 90,season_years
356,92,93,Nathan Collins,IRL,DF,Brentford,22.0,2001.0,12.0,11.0,1000.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,4.0,39.0,6.0,0.09,0.09,0.18,0.09,0.18,0.05,0.09,0.14,0.05,0.14,2023-2024
357,356,357,Nathan Patterson,SCO,DF,Everton,22.0,2001.0,12.0,5.0,545.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,13.0,23.0,23.0,0.0,0.17,0.17,0.0,0.17,0.06,0.18,0.23,0.06,0.23,2023-2024
358,376,377,Nathan Redmond,ENG,MF,Burnley,29.0,1994.0,8.0,0.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,2023-2024
359,91,92,Nathaniel Clyne,ENG,DF,Crystal Palace,32.0,1991.0,4.0,1.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2023-2024
360,5,6,Nayef Aguerd,MAR,DF,West Ham,27.0,1996.0,13.0,13.0,1146.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.9,0.9,0.2,1.1,7.0,37.0,0.0,0.08,0.0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,2023-2024
361,281,282,Neal Maupay,FRA,FW,Brentford,27.0,1996.0,10.0,4.0,465.0,5.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.4,3.4,1.3,4.7,7.0,12.0,35.0,0.39,0.39,0.77,0.39,0.77,0.65,0.26,0.91,0.65,0.91,2023-2024
362,477,478,Neco Williams,WAL,DF,Nott'ham Forest,22.0,2001.0,6.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,2023-2024
363,320,321,Neto,BRA,GK,Bournemouth,34.0,1989.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
364,365,366,Nick Pope,ENG,GK,Newcastle Utd,31.0,1992.0,14.0,14.0,1255.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
365,209,210,Nicolas Jackson,SEN,FW,Chelsea,22.0,2001.0,14.0,12.0,1077.0,12.0,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,8.4,8.4,1.1,9.5,27.0,23.0,68.0,0.5,0.08,0.58,0.5,0.58,0.7,0.09,0.79,0.7,0.79,2023-2024
366,128,129,Nicolas Dominguez,ARG,MF,Nott'ham Forest,25.0,1998.0,9.0,9.0,648.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,4.0,38.0,20.0,0.14,0.0,0.14,0.14,0.14,0.08,0.0,0.08,0.08,0.08,2023-2024
367,490,491,Nicolo Zaniolo,ITA,MF,Aston Villa,24.0,1999.0,10.0,7.0,469.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,0.7,2.2,21.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.14,0.43,0.28,0.43,2023-2024
368,267,268,Noni Madueke,ENG,MF,Chelsea,21.0,2002.0,6.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,9.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.26,0.14,0.26,2023-2024
369,432,433,Nuno Tavares,POR,DF,Nott'ham Forest,23.0,2000.0,3.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
370,410,411,Nelson Semedo,POR,DF,Wolves,30.0,1993.0,14.0,14.0,1229.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.4,1.1,38.0,43.0,58.0,0.0,0.07,0.07,0.0,0.07,0.05,0.03,0.08,0.05,0.08,2023-2024
371,467,468,Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29.0,1994.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023-2024
372,140,141,Odsonne Edouard,FRA,FW,Crystal Palace,25.0,1998.0,14.0,14.0,1197.0,13.3,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,4.9,4.9,0.9,5.8,26.0,25.0,74.0,0.45,0.0,0.45,0.45,0.45,0.37,0.06,0.43,0.37,0.43,2023-2024
373,8,9,Ola Aina,NGA,DF,Nott'ham Forest,27.0,1996.0,11.0,10.0,807.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,22.0,24.0,18.0,0.11,0.11,0.22,0.11,0.22,0.01,0.05,0.07,0.01,0.07,2023-2024
374,492,493,Oleksandr Zinchenko,UKR,DF,Arsenal,26.0,1996.0,14.0,10.0,873.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.3,1.7,16.0,117.0,32.0,0.1,0.1,0.21,0.1,0.21,0.04,0.14,0.17,0.04,0.17,2023-2024
375,287,288,Oliver McBurnie,SCO,FW,Sheffield Utd,27.0,1996.0,8.0,6.0,519.0,5.8,2.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.4,1.6,0.7,2.3,2.0,13.0,27.0,0.35,0.17,0.52,0.17,0.35,0.41,0.12,0.53,0.27,0.39,2023-2024
376,324,325,Oliver Norwood,NIR,MF,Sheffield Utd,32.0,1991.0,14.0,12.0,1066.0,11.8,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,0.2,0.5,0.7,2.0,56.0,7.0,0.08,0.0,0.08,0.0,0.0,0.09,0.04,0.13,0.02,0.06,2023-2024
377,418,419,Oliver Skipp,ENG,MF,Tottenham,23.0,2000.0,9.0,1.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2023-2024
378,473,474,Ollie Watkins,ENG,FW,Aston Villa,27.0,1995.0,15.0,15.0,1306.0,14.5,8.0,6.0,14.0,8.0,0.0,0.0,3.0,0.0,8.1,8.1,2.8,10.9,24.0,21.0,85.0,0.55,0.41,0.96,0.55,0.96,0.56,0.19,0.75,0.56,0.75,2023-2024
379,270,271,Orel Mangala,BEL,MF,Nott'ham Forest,25.0,1998.0,14.0,14.0,1182.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,10.0,37.0,8.0,0.08,0.0,0.08,0.08,0.08,0.02,0.01,0.04,0.02,0.04,2023-2024
380,56,57,Oscar Bobb,NOR,MF,Manchester City,20.0,2003.0,5.0,0.0,71.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,5.0,10.0,7.0,0.0,1.27,1.27,0.0,1.27,0.0,0.78,0.78,0.0,0.78,2023-2024
381,161,162,Pablo Fornals,ESP,MF,West Ham,27.0,1996.0,9.0,1.0,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,2.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,2023-2024
382,405,406,Pablo Sarabia,ESP,MF,Wolves,31.0,1992.0,8.0,3.0,299.0,3.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2.6,3.5,7.0,18.0,25.0,0.3,0.6,0.9,0.3,0.9,0.27,0.77,1.04,0.27,1.04,2023-2024
383,277,278,Pape Matar Sarr,SEN,MF,Tottenham,21.0,2002.0,12.0,11.0,830.0,9.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.2,2.9,18.0,67.0,38.0,0.11,0.22,0.33,0.11,0.33,0.18,0.13,0.31,0.18,0.31,2023-2024
384,181,182,Pascal Gross,GER,MF,Brighton,32.0,1991.0,13.0,12.0,1102.0,12.2,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,2.7,4.7,32.0,109.0,60.0,0.25,0.33,0.57,0.25,0.57,0.16,0.22,0.38,0.16,0.38,2023-2024
385,443,444,Pau Torres,ESP,DF,Aston Villa,26.0,1997.0,15.0,14.0,1320.0,14.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,26.0,79.0,8.0,0.14,0.0,0.14,0.14,0.14,0.06,0.01,0.08,0.06,0.08,2023-2024
386,136,137,Paul Dummett,WAL,DF,Newcastle Utd,32.0,1991.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
387,321,322,Pedro Neto,POR,MF,Wolves,23.0,2000.0,10.0,10.0,886.0,9.8,1.0,7.0,8.0,1.0,0.0,0.0,3.0,0.0,2.3,2.3,2.7,5.1,51.0,31.0,81.0,0.1,0.71,0.81,0.1,0.81,0.24,0.28,0.51,0.24,0.51,2023-2024
388,366,367,Pedro Porro,ESP,DF,Tottenham,24.0,1999.0,13.0,13.0,1166.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,3.0,4.1,13.0,65.0,50.0,0.0,0.23,0.23,0.0,0.23,0.09,0.23,0.32,0.09,0.32,2023-2024
389,394,395,Pelly Ruddock Mpanzu,COD,MF,Luton Town,30.0,1993.0,14.0,8.0,716.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,7.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,2023-2024
390,149,150,Pervis Estupinan,ECU,DF,Brighton,25.0,1998.0,6.0,6.0,495.0,5.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.8,3.6,22.0,41.0,36.0,0.18,0.55,0.73,0.18,0.73,0.16,0.5,0.66,0.16,0.66,2023-2024
391,159,160,Phil Foden,ENG,MF,Manchester City,23.0,2000.0,15.0,13.0,1155.0,12.8,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.6,3.6,2.0,5.6,27.0,61.0,106.0,0.31,0.23,0.55,0.31,0.55,0.28,0.16,0.44,0.28,0.44,2023-2024
392,53,54,Philip Billing,DEN,MF,Bournemouth,27.0,1996.0,14.0,11.0,1006.0,11.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.9,3.6,13.0,35.0,35.0,0.09,0.18,0.27,0.09,0.27,0.15,0.17,0.32,0.15,0.32,2023-2024
393,98,99,Philippe Coutinho,BRA,MF,Aston Villa,31.0,1992.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,2023-2024
394,202,203,Pierre Hojbjerg,DEN,MF,Tottenham,28.0,1995.0,13.0,2.0,486.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,7.0,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,2023-2024
395,426,427,Raheem Sterling,ENG,MF,Chelsea,28.0,1994.0,15.0,14.0,1230.0,13.7,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,3.2,3.2,2.4,5.6,82.0,39.0,153.0,0.37,0.07,0.44,0.37,0.44,0.23,0.18,0.41,0.23,0.41,2023-2024
396,458,459,Raphael Varane,FRA,DF,Manchester Utd,30.0,1993.0,8.0,4.0,343.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,6.0,26.0,1.0,0.26,0.0,0.26,0.26,0.26,0.3,0.02,0.31,0.3,0.31,2023-2024
397,203,204,Rasmus Hojlund,DEN,FW,Manchester Utd,20.0,2003.0,11.0,9.0,760.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.6,3.1,8.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.37,0.3,0.37,2023-2024
398,9,10,Rayan Ait Nouri,ALG,DF,Wolves,22.0,2001.0,13.0,12.0,888.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.8,2.0,19.0,45.0,38.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,2023-2024
399,214,215,Raul Jimenez,MEX,FW,Fulham,32.0,1991.0,14.0,12.0,923.0,10.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.3,3.3,0.8,4.1,5.0,11.0,58.0,0.29,0.0,0.29,0.29,0.29,0.32,0.08,0.4,0.32,0.4,2023-2024
400,72,73,Reece Burke,ENG,DF,Luton Town,27.0,1996.0,8.0,7.0,595.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,0.0,24.0,9.0,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,2023-2024
401,210,211,Reece James,ENG,DF,Chelsea,23.0,1999.0,7.0,4.0,362.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,1.5,1.8,18.0,20.0,33.0,0.0,0.25,0.25,0.0,0.25,0.08,0.36,0.44,0.08,0.44,2023-2024
402,319,320,Reiss Nelson,ENG,MF,Arsenal,23.0,1999.0,5.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.65,0.68,0.03,0.68,2023-2024
403,62,63,Rhian Brewster,ENG,FW,Sheffield Utd,23.0,2000.0,5.0,2.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,2023-2024
404,382,383,Richarlison,BRA,MF,Tottenham,26.0,1997.0,11.0,7.0,542.0,6.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.7,2.7,1.1,3.8,10.0,18.0,56.0,0.17,0.5,0.66,0.17,0.66,0.46,0.18,0.64,0.46,0.64,2023-2024
405,195,196,Rico Henry,ENG,DF,Brentford,26.0,1997.0,5.0,5.0,401.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.1,13.0,20.0,12.0,0.0,0.22,0.22,0.0,0.22,0.02,0.22,0.24,0.02,0.24,2023-2024
406,254,255,Rico Lewis,ENG,DF,Manchester City,19.0,2004.0,7.0,3.0,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,2023-2024
407,401,402,Robert Sanchez,ESP,GK,Chelsea,26.0,1997.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
408,336,337,Robin Olsen,SWE,GK,Aston Villa,33.0,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
409,389,390,Rodri,ESP,MF,Manchester City,27.0,1996.0,12.0,12.0,1000.0,11.1,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,1.4,1.4,1.3,2.7,23.0,110.0,19.0,0.27,0.18,0.45,0.27,0.45,0.13,0.11,0.24,0.13,0.24,2023-2024
410,46,47,Rodrigo Bentancur,URU,MF,Tottenham,26.0,1997.0,4.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.67,0.56,0.67,2023-2024
411,312,313,Rodrigo Muniz,BRA,FW,Fulham,22.0,2001.0,5.0,1.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,0.44,0.25,0.44,2023-2024
412,37,38,Ross Barkley,ENG,MF,Luton Town,30.0,1993.0,10.0,8.0,715.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.4,12.0,40.0,9.0,0.13,0.0,0.13,0.13,0.13,0.09,0.08,0.17,0.09,0.17,2023-2024
413,88,89,Ryan Christie,SCO,MF,Bournemouth,28.0,1995.0,15.0,14.0,1143.0,12.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,2.8,3.7,26.0,48.0,40.0,0.0,0.16,0.16,0.0,0.16,0.07,0.22,0.29,0.07,0.29,2023-2024
414,179,180,Ryan Gravenberch,NED,MF,Liverpool,21.0,2002.0,10.0,4.0,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,17.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.27,0.19,0.27,2023-2024
415,217,218,Ryan John Giles,ENG,DF,Luton Town,23.0,2000.0,8.0,3.0,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,7.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,2023-2024
416,339,340,Ryan One,SCO,MF,Sheffield Utd,17.0,2006.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
417,487,488,Ryan Yates,ENG,MF,Nott'ham Forest,26.0,1997.0,12.0,4.0,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,5.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.15,0.12,0.15,2023-2024
418,118,119,Ruben Dias,POR,DF,Manchester City,26.0,1997.0,13.0,12.0,1096.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,17.0,72.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2023-2024
419,220,221,Sam Johnstone,ENG,GK,Crystal Palace,30.0,1993.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
420,169,170,Saman Ghoddos,IRN,MF,Brentford,30.0,1993.0,10.0,3.0,338.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,9.0,17.0,9.0,0.27,0.0,0.27,0.27,0.27,0.06,0.13,0.19,0.06,0.19,2023-2024
421,49,50,Sander Berge,NOR,MF,Burnley,25.0,1998.0,15.0,12.0,1060.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.7,1.6,18.0,49.0,18.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.14,0.07,0.14,2023-2024
422,442,443,Sandro Tonali,ITA,MF,Newcastle Utd,23.0,2000.0,8.0,5.0,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,11.0,19.0,21.0,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,2023-2024
423,70,71,Santiago Bueno,URU,DF,Wolves,25.0,1998.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
424,228,229,Sasa Kalajdzic,AUT,FW,Wolves,26.0,1997.0,10.0,1.0,165.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,1.0,5.0,8.0,1.09,0.0,1.09,1.09,1.09,0.57,0.53,1.1,0.57,1.1,2023-2024
425,45,46,Said Benrahma,ALG,MF,West Ham,28.0,1995.0,10.0,4.0,464.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.4,1.9,25.0,20.0,60.0,0.0,0.19,0.19,0.0,0.19,0.11,0.26,0.37,0.11,0.37,2023-2024
426,263,264,Sasa Lukic,SRB,MF,Fulham,27.0,1996.0,9.0,4.0,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.19,0.16,0.19,2023-2024
427,290,291,Scott McKenna,SCO,DF,Nott'ham Forest,27.0,1996.0,5.0,5.0,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,2023-2024
428,292,293,Scott McTominay,SCO,MF,Manchester Utd,26.0,1996.0,12.0,9.0,789.0,8.8,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.9,2.9,0.0,3.0,10.0,23.0,21.0,0.57,0.0,0.57,0.57,0.57,0.33,0.01,0.34,0.33,0.34,2023-2024
429,260,261,Sean Longstaff,ENG,MF,Newcastle Utd,26.0,1997.0,12.0,8.0,812.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,0.9,2.4,6.0,48.0,32.0,0.22,0.11,0.33,0.22,0.33,0.16,0.1,0.27,0.16,0.27,2023-2024
430,28,29,Serge Aurier,CIV,DF,Nott'ham Forest,30.0,1992.0,12.0,10.0,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.6,10.0,47.0,29.0,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07,2023-2024
431,177,178,Sergio Gomez,ESP,DF,Manchester City,23.0,2000.0,2.0,0.0,16.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,1.0,2.0,0.0,5.63,5.63,0.0,5.63,0.0,1.06,1.06,0.0,1.06,2023-2024
432,378,379,Sergio Reguilon,ESP,DF,Manchester Utd,26.0,1996.0,6.0,3.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,9.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.17,0.02,0.17,2023-2024
433,36,37,Shandon Baptiste,GRN,MF,Brentford,25.0,1998.0,4.0,1.0,127.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,0.5,0.07,0.56,0.5,0.56,2023-2024
434,4,5,Simon Adingra,CIV,MF,Brighton,21.0,2002.0,14.0,10.0,929.0,10.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.7,1.7,1.9,3.5,40.0,18.0,110.0,0.29,0.1,0.39,0.29,0.39,0.16,0.18,0.34,0.16,0.34,2023-2024
435,19,20,Sofyan Amrabat,MAR,MF,Manchester Utd,27.0,1996.0,8.0,5.0,433.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,5.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,2023-2024
436,272,273,Solly March,ENG,MF,Brighton,29.0,1994.0,7.0,7.0,554.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.9,14.0,24.0,44.0,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,2023-2024
437,196,197,Son Heung-min,KOR,MF,Tottenham,31.0,1992.0,14.0,14.0,1156.0,12.8,9.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,4.9,4.9,3.6,8.4,30.0,51.0,107.0,0.7,0.16,0.86,0.7,0.86,0.38,0.28,0.66,0.38,0.66,2023-2024
438,343,344,Stefan Ortega,GER,GK,Manchester City,31.0,1992.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
439,59,60,Sven Botman,NED,DF,Newcastle Utd,23.0,2000.0,5.0,5.0,446.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,0.0,9.0,2.0,0.2,0.2,0.4,0.2,0.4,0.06,0.14,0.2,0.06,0.2,2023-2024
440,87,88,Tahith Chong,NED,MF,Luton Town,24.0,1999.0,13.0,6.0,679.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,17.0,24.0,24.0,0.13,0.0,0.13,0.13,0.13,0.11,0.0,0.12,0.11,0.12,2023-2024
441,29,30,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26.0,1997.0,10.0,8.0,666.0,7.4,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.6,3.6,0.8,4.4,6.0,10.0,27.0,0.54,0.27,0.81,0.54,0.81,0.49,0.1,0.6,0.49,0.6,2023-2024
