,index,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG,npxG per 90,npxG+xAG per 90,season_years
45,63,64,Armando Broja,ALB,FW,Chelsea,22.0,2001.0,7.0,2.0,168.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,4.0,2.0,12.0,0.54,0.0,0.54,0.54,0.54,0.31,0.0,0.31,0.31,0.31,2023-2024
46,108,109,Arnaut Danjuma,NED,MF,Everton,26.0,1997.0,9.0,3.0,391.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.5,2.3,15.0,5.0,29.0,0.23,0.0,0.23,0.23,0.23,0.43,0.1,0.53,0.43,0.53,2023-2024
47,488,489,Ashley Young,ENG,DF,Everton,38.0,1985.0,13.0,13.0,1079.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.8,1.0,19.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,2023-2024
48,452,453,Auston Trusty,USA,DF,Sheffield Utd,25.0,1998.0,10.0,8.0,734.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
49,123,124,Axel Disasi,FRA,DF,Chelsea,25.0,1998.0,13.0,13.0,1146.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.2,1.0,12.0,51.0,7.0,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,2023-2024
50,248,249,Aymeric Laporte,ESP,DF,Manchester City,29.0,1994.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,2023-2024
51,462,463,Bart Verbruggen,NED,GK,Brighton,21.0,2002.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
52,86,87,Ben Chilwell,ENG,DF,Chelsea,26.0,1996.0,6.0,4.0,336.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.8,2.8,12.0,10.0,23.0,0.0,0.27,0.27,0.0,0.27,0.26,0.49,0.74,0.26,0.74,2023-2024
53,110,111,Ben Davies,WAL,DF,Tottenham,30.0,1993.0,8.0,4.0,362.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,1.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,2023-2024
54,124,125,Ben Doak,SCO,MF,Liverpool,18.0,2005.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
55,173,174,Ben Godfrey,ENG,DF,Everton,25.0,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
56,293,294,Ben Mee,ENG,DF,Brentford,34.0,1989.0,7.0,6.0,512.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,4.0,26.0,5.0,0.18,0.0,0.18,0.18,0.18,0.07,0.05,0.12,0.07,0.12,2023-2024
57,344,345,Ben Osborn,ENG,MF,Sheffield Utd,29.0,1994.0,8.0,3.0,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,2023-2024
58,354,355,Ben Parkinson,ENG,FW,Newcastle Utd,18.0,2005.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
59,476,477,Ben White,ENG,DF,Arsenal,26.0,1997.0,14.0,12.0,1050.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.5,1.9,15.0,60.0,56.0,0.09,0.09,0.17,0.09,0.17,0.04,0.13,0.17,0.04,0.17,2023-2024
60,55,56,Benicio Boaitey,ENG,MF,Brighton,19.0,2004.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
61,31,32,Benoit Badiashile,FRA,DF,Chelsea,22.0,2001.0,2.0,2.0,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,0.0,3.0,0.0,0.0,0.5,0.5,0.0,0.5,0.05,0.26,0.31,0.05,0.31,2023-2024
62,271,272,Benson Manuel,BEL,MF,Burnley,26.0,1997.0,3.0,1.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2023-2024
63,414,415,Bernardo Silva,POR,MF,Manchester City,29.0,1994.0,12.0,11.0,998.0,11.1,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,5.0,56.0,73.0,84.0,0.27,0.27,0.54,0.27,0.54,0.09,0.36,0.45,0.09,0.45,2023-2024
64,252,253,Bernd Leno,GER,GK,Fulham,31.0,1992.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
65,447,448,Bertrand Traore,BFA,MF,Aston Villa,28.0,1995.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
66,51,52,Beto,GNB,FW,Everton,25.0,1998.0,9.0,4.0,382.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.3,2.2,5.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.52,0.44,0.52,2023-2024
67,172,173,Billy Gilmour,SCO,MF,Brighton,22.0,2001.0,14.0,10.0,874.0,9.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.7,2.3,18.0,91.0,22.0,0.0,0.1,0.1,0.0,0.1,0.07,0.17,0.24,0.07,0.24,2023-2024
68,379,380,Bobby Reid,JAM,MF,Fulham,30.0,1993.0,13.0,8.0,640.0,7.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.8,2.8,0.1,2.9,16.0,17.0,36.0,0.42,0.0,0.42,0.42,0.42,0.39,0.02,0.41,0.39,0.41,2023-2024
69,229,230,Boubacar Kamara,FRA,MF,Aston Villa,24.0,1999.0,14.0,14.0,1191.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,1.0,1.1,15.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,2023-2024
70,448,449,Boubacar Traore,MLI,MF,Wolves,22.0,2001.0,10.0,3.0,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2023-2024
71,218,219,Brennan Johnson,WAL,MF,Tottenham,22.0,2001.0,8.0,5.0,396.0,4.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,1.1,2.8,20.0,13.0,43.0,0.23,0.45,0.68,0.23,0.68,0.38,0.25,0.63,0.38,0.63,2023-2024
72,155,156,Bruno Fernandes,POR,MF,Manchester Utd,29.0,1994.0,15.0,15.0,1350.0,15.0,3.0,3.0,6.0,2.0,1.0,2.0,4.0,0.0,4.4,2.8,5.5,8.3,23.0,134.0,77.0,0.2,0.2,0.4,0.13,0.33,0.29,0.36,0.66,0.19,0.55,2023-2024
73,183,184,Bruno Guimaraes,BRA,MF,Newcastle Utd,26.0,1997.0,13.0,13.0,1132.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,23.0,87.0,25.0,0.08,0.08,0.16,0.08,0.16,0.1,0.11,0.21,0.1,0.21,2023-2024
74,171,172,Bryan Gil,ESP,FW,Tottenham,22.0,2001.0,4.0,2.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,2023-2024
75,284,285,Bryan Mbeumo,CMR,MF,Brentford,24.0,1999.0,15.0,15.0,1286.0,14.3,7.0,3.0,10.0,4.0,3.0,3.0,1.0,0.0,8.5,6.2,2.7,8.9,49.0,65.0,131.0,0.49,0.21,0.7,0.28,0.49,0.6,0.19,0.79,0.43,0.62,2023-2024
76,396,397,Bukayo Saka,ENG,MF,Arsenal,22.0,2001.0,14.0,14.0,1212.0,13.5,5.0,6.0,11.0,3.0,2.0,2.0,1.0,0.0,4.6,3.1,4.3,7.4,64.0,48.0,190.0,0.37,0.45,0.82,0.22,0.67,0.34,0.32,0.67,0.23,0.55,2023-2024
77,1,2,Benie Adama Traore,CIV,FW,Sheffield Utd,21.0,2002.0,8.0,3.0,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,2023-2024
78,200,201,Callum Hudson-Odoi,ENG,MF,Nott'ham Forest,23.0,2000.0,7.0,4.0,341.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,24.0,15.0,40.0,0.26,0.0,0.26,0.26,0.26,0.03,0.08,0.11,0.03,0.11,2023-2024
79,480,481,Callum Wilson,ENG,FW,Newcastle Utd,31.0,1992.0,10.0,5.0,484.0,5.4,7.0,0.0,7.0,5.0,2.0,2.0,1.0,0.0,5.9,4.4,0.0,4.4,6.0,4.0,36.0,1.3,0.0,1.3,0.93,0.93,1.11,0.0,1.11,0.81,0.82,2023-2024
80,40,41,Calvin Bassey,NGA,DF,Fulham,23.0,1999.0,11.0,8.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2023-2024
81,25,26,Cameron Archer,ENG,FW,Sheffield Utd,22.0,2001.0,12.0,11.0,937.0,10.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.8,2.0,13.0,8.0,56.0,0.19,0.0,0.19,0.19,0.19,0.12,0.07,0.19,0.12,0.19,2023-2024
82,233,234,Caoimhin Kelleher,IRL,GK,Liverpool,25.0,1998.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
83,34,35,Carlos Baleba,CMR,MF,Brighton,19.0,2004.0,9.0,5.0,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,2023-2024
84,465,466,Carlos Vinicius,BRA,FW,Fulham,28.0,1995.0,10.0,2.0,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.5,1.2,2.0,2.0,10.0,0.34,0.0,0.34,0.34,0.34,0.23,0.19,0.42,0.23,0.42,2023-2024
85,308,309,Carlton Morris,ENG,FW,Luton Town,27.0,1995.0,15.0,14.0,1171.0,13.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,3.9,2.3,0.5,2.8,10.0,31.0,61.0,0.23,0.15,0.38,0.08,0.23,0.3,0.04,0.34,0.18,0.22,2023-2024
86,89,90,Carney Chukwuemeka,ENG,MF,Chelsea,20.0,2003.0,2.0,2.0,125.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,4.0,9.0,0.72,0.0,0.72,0.72,0.72,0.08,0.09,0.16,0.08,0.16,2023-2024
87,80,81,Casemiro,BRA,MF,Manchester Utd,31.0,1992.0,8.0,8.0,648.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.3,2.1,8.0,55.0,24.0,0.14,0.0,0.14,0.14,0.14,0.25,0.04,0.29,0.25,0.29,2023-2024
88,484,485,Cauley Woodrow,ENG,FW,Luton Town,29.0,1994.0,7.0,0.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.68,0.39,1.07,0.68,1.07,2023-2024
89,434,435,Charlie Taylor,ENG,DF,Burnley,30.0,1993.0,12.0,12.0,1080.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.3,0.4,13.0,46.0,24.0,0.08,0.08,0.17,0.08,0.17,0.01,0.02,0.03,0.01,0.03,2023-2024
90,132,133,Cheick Doucoure,MLI,MF,Crystal Palace,23.0,2000.0,11.0,11.0,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,2023-2024
91,242,243,Cheikhou Kouyate,SEN,MF,Nott'ham Forest,33.0,1989.0,7.0,0.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,2023-2024
92,332,333,Chiedozie Ogbene,IRL,FW,Luton Town,26.0,1997.0,15.0,10.0,940.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,59.0,15.0,69.0,0.1,0.1,0.19,0.1,0.19,0.09,0.13,0.21,0.09,0.21,2023-2024
93,39,40,Chris Basham,ENG,DF,Sheffield Utd,35.0,1988.0,8.0,3.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,2023-2024
94,296,297,Chris Mepham,WAL,DF,Bournemouth,26.0,1997.0,5.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,2023-2024
95,381,382,Chris Richards,USA,DF,Crystal Palace,23.0,2000.0,6.0,3.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2023-2024
96,483,484,Chris Wood,NZL,FW,Nott'ham Forest,32.0,1991.0,13.0,4.0,438.0,4.9,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.4,2.4,0.5,2.8,4.0,4.0,16.0,0.62,0.0,0.62,0.62,0.62,0.48,0.1,0.58,0.48,0.58,2023-2024
97,148,149,Christian Eriksen,DEN,MF,Manchester Utd,31.0,1992.0,11.0,6.0,607.0,6.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,14.0,32.0,15.0,0.15,0.15,0.3,0.15,0.3,0.06,0.15,0.21,0.06,0.21,2023-2024
98,328,329,Christian Norgaard,DEN,MF,Brentford,29.0,1994.0,14.0,14.0,1210.0,13.4,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,1.2,3.2,5.0,80.0,24.0,0.07,0.07,0.15,0.07,0.15,0.15,0.09,0.24,0.15,0.24,2023-2024
99,164,165,Cody Gakpo,NED,FW,Liverpool,24.0,1999.0,13.0,7.0,590.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,0.3,2.8,12.0,28.0,43.0,0.31,0.0,0.31,0.31,0.31,0.39,0.04,0.43,0.39,0.43,2023-2024
100,351,352,Cole Palmer,ENG,MF,Chelsea,21.0,2002.0,12.0,8.0,784.0,8.7,5.0,2.0,7.0,1.0,4.0,4.0,3.0,0.0,5.0,1.8,3.1,5.0,34.0,58.0,41.0,0.57,0.23,0.8,0.11,0.34,0.57,0.36,0.93,0.21,0.57,2023-2024
101,385,386,Connor Roberts,WAL,DF,Burnley,28.0,1995.0,9.0,8.0,734.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.2,0.2,6.0,37.0,10.0,0.0,0.12,0.12,0.0,0.12,0.0,0.02,0.02,0.0,0.02,2023-2024
102,165,166,Conor Gallagher,ENG,MF,Chelsea,23.0,2000.0,14.0,14.0,1147.0,12.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.8,2.8,21.0,68.0,41.0,0.0,0.31,0.31,0.0,0.31,0.08,0.14,0.22,0.08,0.22,2023-2024
103,112,113,Craig Dawson,ENG,DF,Wolves,33.0,1990.0,14.0,14.0,1240.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.3,1.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2023-2024
104,392,393,Cristian Romero,ARG,DF,Tottenham,25.0,1998.0,11.0,11.0,855.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.2,1.1,11.0,60.0,3.0,0.21,0.0,0.21,0.21,0.21,0.09,0.02,0.12,0.09,0.12,2023-2024
105,221,222,Curtis Jones,ENG,MF,Liverpool,22.0,2001.0,7.0,5.0,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.0,0.2,5.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2023-2024
106,73,74,Dan Burn,ENG,DF,Newcastle Utd,31.0,1992.0,11.0,11.0,945.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.5,1.5,7.0,32.0,15.0,0.1,0.0,0.1,0.1,0.1,0.09,0.05,0.14,0.09,0.14,2023-2024
107,347,348,Dango Ouattara,BFA,MF,Bournemouth,21.0,2002.0,9.0,2.0,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,6.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,2023-2024
108,47,48,Daniel Bentley,ENG,GK,Wolves,30.0,1993.0,2.0,1.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
109,107,108,Danilo,BRA,MF,Nott'ham Forest,22.0,2001.0,8.0,5.0,431.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,5.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,2023-2024
110,205,206,Danny Ings,ENG,FW,West Ham,31.0,1992.0,9.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2023-2024
111,475,476,Danny Welbeck,ENG,FW,Brighton,33.0,1990.0,8.0,7.0,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.3,1.4,8.0,11.0,21.0,0.22,0.0,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3,2023-2024
112,329,330,Dara O'Shea,IRL,DF,Burnley,24.0,1999.0,11.0,10.0,937.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,11.0,50.0,3.0,0.0,0.19,0.19,0.0,0.19,0.02,0.05,0.07,0.02,0.07,2023-2024
113,327,328,Darwin Nunez,URU,FW,Liverpool,24.0,1999.0,14.0,8.0,799.0,8.9,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,6.1,6.1,2.4,8.5,24.0,30.0,84.0,0.45,0.56,1.01,0.45,1.01,0.69,0.27,0.96,0.69,0.96,2023-2024
114,65,66,David Brooks,WAL,MF,Bournemouth,26.0,1997.0,9.0,2.0,238.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.6,2.1,5.0,17.0,19.0,0.38,0.0,0.38,0.38,0.38,0.56,0.22,0.78,0.56,0.78,2023-2024
115,348,349,David Ozoh,ENG,MF,Crystal Palace,18.0,2005.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
116,374,375,David Raya,ESP,GK,Arsenal,28.0,1995.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
117,400,401,Davinson Sanchez,COL,DF,Tottenham,27.0,1996.0,1.0,0.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,2023-2024
118,380,381,Declan Rice,ENG,MF,Arsenal,24.0,1999.0,15.0,15.0,1292.0,14.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,1.9,3.2,21.0,104.0,24.0,0.21,0.07,0.28,0.21,0.28,0.09,0.13,0.22,0.09,0.22,2023-2024
119,472,473,Deivid Washington,BRA,FW,Chelsea,18.0,2005.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,4.19,4.19,4.19,2023-2024
120,245,246,Dejan Kulusevski,SWE,MF,Tottenham,23.0,2000.0,14.0,14.0,1220.0,13.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.9,4.9,77.0,48.0,153.0,0.3,0.07,0.37,0.3,0.37,0.15,0.21,0.36,0.15,0.36,2023-2024
121,455,456,Destiny Udogie,ITA,DF,Tottenham,21.0,2002.0,12.0,12.0,962.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.5,0.5,0.7,1.3,28.0,52.0,62.0,0.0,0.19,0.19,0.0,0.19,0.05,0.07,0.12,0.05,0.12,2023-2024
122,79,80,Diego Carlos,BRA,DF,Aston Villa,30.0,1993.0,10.0,6.0,547.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2023-2024
123,105,106,Diogo Dalot,POR,DF,Manchester Utd,24.0,1999.0,14.0,13.0,1195.0,13.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.3,1.7,28.0,51.0,52.0,0.08,0.08,0.15,0.08,0.15,0.03,0.09,0.12,0.03,0.12,2023-2024
124,223,224,Diogo Jota,POR,MF,Liverpool,27.0,1996.0,12.0,8.0,634.0,7.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,1.0,3.0,3.0,0.7,3.6,30.0,14.0,71.0,0.57,0.0,0.57,0.57,0.57,0.42,0.09,0.51,0.42,0.51,2023-2024
125,310,311,Divin Mubama,ENG,FW,West Ham,19.0,2004.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
126,342,343,Divock Origi,BEL,FW,Nott'ham Forest,28.0,1995.0,8.0,1.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,2023-2024
127,77,78,Dominic Calvert-Lewin,ENG,FW,Everton,26.0,1997.0,10.0,8.0,656.0,7.3,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.4,3.4,0.2,3.7,12.0,11.0,31.0,0.41,0.0,0.41,0.41,0.41,0.47,0.03,0.5,0.47,0.5,2023-2024
128,421,422,Dominic Solanke,ENG,FW,Bournemouth,26.0,1997.0,15.0,15.0,1335.0,14.8,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,7.5,7.5,1.0,8.5,19.0,23.0,71.0,0.47,0.07,0.54,0.47,0.54,0.5,0.07,0.57,0.5,0.57,2023-2024
129,429,430,Dominik Szoboszlai,HUN,MF,Liverpool,23.0,2000.0,15.0,15.0,1279.0,14.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,4.0,5.4,42.0,97.0,88.0,0.14,0.14,0.28,0.14,0.28,0.1,0.28,0.38,0.1,0.38,2023-2024
130,41,42,Donny van de Beek,NED,MF,Manchester Utd,26.0,1997.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,2023-2024
