,second_name,first_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,transfers_out,value_season,bonus,bps,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,points_per_game,value_form,value_season,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,id_x,id_y,plural_name,singular_name,pos_short,id,name,full_name
580,Hudson-Odoi,Callum,16,3,0.1,47,468,40592,40192,5.3,3,76,25,0.24,0.54,0.78,7.65,0.05,0.1,0.15,1.47,2.5,0.2,5.3,1,1,1,10,0,0,0,0,0,0,205,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Callum Hudson-Odoi
581,Elanga,Anthony,16,3,1.7,50,1272,294489,197962,14.2,4,230,71,2.80,2.43,5.23,22.39,0.2,0.17,0.37,1.58,3.7,0.8,14.2,4,5,1,25,0,0,0,1,0,0,378,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Anthony Elanga
582,Aguilera Zamora,Brandon,16,3,0.0,45,0,0,1118,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,434,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Brandon Aguilera Zamora
583,Arter,Harry,16,3,0.2,43,0,27905,21689,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,435,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Harry Arter
584,Aurier,Serge,16,2,0.9,45,831,257692,247854,6.0,3,137,27,0.16,0.45,0.61,13.94,0.02,0.05,0.07,1.51,2.2,0.1,6.0,0,2,1,15,0,0,0,2,0,0,436,2,Defenders,Defender,DF,16,Nott'm Forest,Serge Aurier
585,Awoniyi,Taiwo,16,4,1.3,63,664,830824,850306,6.7,3,150,42,3.72,0.40,4.12,10.03,0.5,0.05,0.55,1.36,4.2,0.0,6.7,4,2,2,11,0,0,0,1,0,0,437,4,Forwards,Forward,FW,16,Nott'm Forest,Taiwo Awoniyi
586,Biancone,Giulian,16,2,0.1,39,0,1479,8957,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,438,2,Defenders,Defender,DF,16,Nott'm Forest,Giulian Biancone
587,Boly,Willy,16,2,0.5,45,991,123572,105685,8.0,3,188,36,1.33,0.66,1.99,19.32,0.12,0.06,0.18,1.75,2.6,0.0,8.0,1,0,3,18,0,0,0,1,1,0,439,2,Defenders,Defender,DF,16,Nott'm Forest,Willy Boly
588,Bowler,Josh,16,3,0.0,45,0,0,340,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,440,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Josh Bowler
589,Cook,Steve,16,2,0.0,45,0,0,2302,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,441,2,Defenders,Defender,DF,16,Nott'm Forest,Steve Cook
590,dos Santos de Oliveira,Danilo,16,3,0.1,53,571,2736,11510,3.0,0,53,16,0.23,0.12,0.35,10.43,0.04,0.02,0.06,1.64,1.3,0.2,3.0,0,0,0,15,0,0,0,1,0,0,442,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Danilo
591,Dennis,Emmanuel,16,4,0.1,48,0,6239,50929,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,443,4,Forwards,Forward,FW,16,Nott'm Forest,Emmanuel Dennis
592,Drager,Mohamed,16,2,0.1,40,0,796,10384,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,444,2,Defenders,Defender,DF,16,Nott'm Forest,Mohamed Drager
593,de Almeida Monteiro,Felipe Augusto,16,2,0.0,44,132,1409,3413,0.2,0,25,1,0.11,0.00,0.11,2.46,0.08,0.0,0.08,1.68,0.3,0.0,0.2,0,0,0,5,0,0,0,1,0,0,445,2,Defenders,Defender,DF,16,Nott'm Forest,Felipe Augusto de Almeida Monteiro
594,Freuler,Remo,16,3,0.0,49,0,105,1951,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,446,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Remo Freuler
595,Gibbs-White,Morgan,16,3,1.3,57,1596,205244,312408,10.4,3,251,59,3.21,2.99,6.20,27.58,0.18,0.17,0.35,1.56,3.1,0.4,10.4,1,5,3,30,0,0,0,3,0,0,447,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Morgan Gibbs-White
596,Hennessey,Wayne,16,1,0.2,40,0,4383,15263,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,448,1,Goalkeepers,Goalkeeper,GK,16,Nott'm Forest,Wayne Hennessey
597,Horvath,Ethan,16,1,0.1,43,0,2380,8420,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,449,1,Goalkeepers,Goalkeeper,GK,16,Nott'm Forest,Ethan Horvath
598,Kouyate,Cheikhou,16,3,0.0,48,201,849,2197,2.1,0,30,10,0.24,0.04,0.28,5.82,0.11,0.02,0.13,2.61,1.0,0.1,2.1,0,0,0,6,0,0,0,2,0,0,451,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Cheikhou Kouyate
599,Laryea,Richie,16,2,0.0,45,0,0,492,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,452,2,Defenders,Defender,DF,16,Nott'm Forest,Richie Laryea
600,Mangala,Orel,16,3,0.0,50,1399,3771,4312,7.4,0,178,37,0.31,0.19,0.50,21.87,0.02,0.01,0.03,1.41,2.2,0.3,7.4,1,0,3,27,0,0,0,4,0,0,453,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Orel Mangala
601,Mbe Soh,Loic,16,2,0.1,40,0,589,7485,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,454,2,Defenders,Defender,DF,16,Nott'm Forest,Loic Mbe Soh
602,McKenna,Scott,16,2,0.1,44,416,5654,9919,2.7,1,64,12,0.21,0.17,0.38,5.64,0.05,0.04,0.09,1.22,2.4,0.0,2.7,0,0,1,6,0,0,0,0,0,0,455,2,Defenders,Defender,DF,16,Nott'm Forest,Scott McKenna
603,Mighten,Alex,16,3,0.0,44,0,874,3279,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,456,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Alex Moreno
604,Niakhate,Moussa,16,2,0.1,45,887,4759,4913,3.6,1,136,16,0.37,0.21,0.58,19.46,0.04,0.02,0.06,1.97,1.2,0.3,3.6,0,0,1,21,0,0,0,2,1,0,457,2,Defenders,Defender,DF,16,Nott'm Forest,Moussa Niakhate
605,O'Brien,Lewis,16,3,0.0,49,0,68,1194,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,458,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Lewis O'Brien
606,Ojeda Rodriguez,Braian,16,3,0.0,45,0,0,382,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,459,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Braian Ojeda Rodriguez
607,Panzo,Jonathan,16,2,0.1,40,0,884,9461,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,460,2,Defenders,Defender,DF,16,Nott'm Forest,Jonathan Panzo
608,Richards,Omar,16,2,0.0,44,0,88,3846,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,461,2,Defenders,Defender,DF,16,Nott'm Forest,Omar Richards
609,Furtado Scarpa,Gustavo Henrique,16,3,0.0,45,0,296,5291,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,462,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Gustavo Henrique Furtado Scarpa
610,Shelvey,Jonjo,16,3,0.0,48,0,290,2806,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,463,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Jonjo Shelvey
611,Surridge,Sam,16,4,0.1,45,0,0,26472,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,464,4,Forwards,Forward,FW,16,Nott'm Forest,Sam Surridge
612,Toffolo,Harry,16,2,0.2,44,916,30235,19646,8.9,3,185,39,1.10,0.86,1.96,15.50,0.11,0.08,0.19,1.52,3.2,0.4,8.9,1,3,2,20,0,0,0,2,0,0,465,2,Defenders,Defender,DF,16,Nott'm Forest,Harry Toffolo
613,Ui-jo,Hwang,16,4,0.3,44,0,22938,124162,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,466,4,Forwards,Forward,FW,16,Nott'm Forest,Hwang Ui-jo
614,Williams,Neco,16,2,0.2,43,412,9271,19532,3.7,2,82,16,0.22,1.11,1.33,6.67,0.05,0.24,0.29,1.46,1.6,0.3,3.7,0,1,0,8,0,0,0,1,0,0,467,2,Defenders,Defender,DF,16,Nott'm Forest,Neco Williams
615,Wood,Chris,16,4,1.4,49,638,209483,137098,13.1,10,254,64,5.00,0.21,5.21,12.14,0.71,0.03,0.74,1.71,3.8,1.1,13.1,7,1,1,13,0,0,0,0,0,0,468,4,Forwards,Forward,FW,16,Nott'm Forest,Chris Wood
616,Worrall,Joe,16,2,0.1,44,438,5210,8979,3.0,3,74,13,0.10,0.31,0.41,9.01,0.02,0.06,0.08,1.85,1.9,0.0,3.0,0,0,1,9,0,0,0,0,1,0,469,2,Defenders,Defender,DF,16,Nott'm Forest,Joe Worrall
617,Yates,Ryan,16,3,0.0,48,806,1466,3565,4.6,1,77,22,0.97,0.33,1.30,15.35,0.11,0.04,0.15,1.71,1.4,0.4,4.6,0,0,1,18,0,0,0,3,0,0,470,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Ryan Yates
618,Aina,Olu,16,2,0.4,45,901,68653,50350,7.1,2,158,32,0.17,0.42,0.59,18.05,0.02,0.04,0.06,1.8,2.5,0.1,7.1,1,1,2,23,0,0,0,3,0,0,604,2,Defenders,Defender,DF,16,Nott'm Forest,Ola Aina
619,Shelvey,George,16,1,0.0,40,0,1715,2895,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,636,1,Goalkeepers,Goalkeeper,GK,16,Nott'm Forest,George Shelvey
620,Powell,Josh,16,2,0.1,40,0,5022,7083,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,637,2,Defenders,Defender,DF,16,Nott'm Forest,Josh Powell
621,Montiel,Gonzalo,16,2,0.0,44,235,4760,4338,0.7,0,33,3,0.09,0.08,0.17,3.44,0.03,0.03,0.06,1.32,0.6,0.0,0.7,0,0,0,2,0,0,0,3,0,0,679,2,Defenders,Defender,DF,16,Nott'm Forest,Gonzalo Montiel
622,Santiago Costa dos Santos,Murillo,16,2,0.1,45,1142,11847,7352,6.2,1,213,28,0.81,0.26,1.07,20.92,0.06,0.02,0.08,1.65,2.2,0.4,6.2,0,1,2,24,0,0,0,2,0,0,696,2,Defenders,Defender,DF,16,Nott'm Forest,Murillo Santiago Costa dos Santos
623,Vlachodimos,Odysseas,16,1,0.1,45,450,16427,11928,2.7,0,79,12,0.00,0.01,0.01,7.48,0.0,0.0,0.0,1.5,2.4,0.1,2.7,0,0,1,12,0,0,0,0,0,10,710,1,Goalkeepers,Goalkeeper,GK,16,Nott'm Forest,Odisseas Vlachodimos
624,Omobamidele,Andrew,16,2,0.0,45,0,638,739,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,711,2,Defenders,Defender,DF,16,Nott'm Forest,Andrew Omobamidele
625,Dominguez,Nicolas,16,3,0.0,50,659,6342,5218,5.4,3,97,27,0.58,0.34,0.92,10.45,0.08,0.05,0.13,1.43,2.7,0.1,5.4,1,0,3,11,0,0,0,1,0,0,712,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Nicolas Dominguez
626,Sangare,Ibrahim,16,3,0.0,49,820,1869,1595,3.9,0,66,19,0.61,0.36,0.97,12.67,0.07,0.04,0.11,1.39,1.7,0.2,3.9,0,0,4,13,0,0,0,5,0,0,713,3,Midfielders,Midfielder,MF,16,Nott'm Forest,Ibrahim Sangare
627,Origi,Divock,16,4,0.1,50,176,31110,25691,1.6,0,21,8,0.16,0.18,0.34,4.12,0.08,0.09,0.17,2.11,0.9,0.1,1.6,0,0,0,3,0,0,0,1,0,0,714,4,Forwards,Forward,FW,16,Nott'm Forest,Divock Origi
628,Trusty,Auston,17,2,2.4,39,1092,262086,125892,4.4,0,141,17,0.17,0.06,0.23,20.60,0.01,0.0,0.01,1.7,1.2,0.4,4.4,0,0,1,29,0,0,0,3,0,0,27,2,Defenders,Defender,DF,17,Sheffield Utd,Auston Trusty
629,Archer,Cameron,17,4,8.8,46,1295,1324296,1004995,12.0,8,164,55,2.80,0.66,3.46,26.99,0.19,0.05,0.24,1.88,3.2,0.7,12.0,3,2,2,34,0,0,0,2,0,0,33,4,Forwards,Forward,FW,17,Sheffield Utd,Cameron Archer
630,McAtee,James,17,3,0.9,44,1002,174406,90375,9.3,0,130,41,1.08,0.87,1.95,20.55,0.1,0.08,0.18,1.85,2.6,0.7,9.3,1,3,2,32,0,0,0,2,0,0,360,3,Midfielders,Midfielder,MF,17,Sheffield Utd,James Mcatee
631,Ahmedhodzic,Anel,17,2,0.2,43,1215,11593,38314,4.9,4,165,21,1.24,0.09,1.33,28.70,0.09,0.01,0.1,2.13,1.5,0.7,4.9,1,0,1,35,0,0,0,5,0,0,471,2,Defenders,Defender,DF,17,Sheffield Utd,Anel Ahmedhodzic
632,Amissah,Jordan,17,1,0.4,39,0,25628,24177,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,472,1,Goalkeepers,Goalkeeper,GK,17,Sheffield Utd,Jordan Amissah
633,Baldock,George,17,2,6.6,39,743,555396,1233079,4.6,2,95,18,0.03,0.59,0.62,16.07,0.0,0.07,0.07,1.95,1.8,0.1,4.6,0,2,0,16,0,0,0,4,0,0,473,2,Defenders,Defender,DF,17,Sheffield Utd,George Baldock
634,Basham,Chris,17,2,0.5,39,316,97245,105502,2.1,0,35,8,0.12,0.07,0.19,7.12,0.03,0.02,0.05,2.03,1.0,0.0,2.1,0,0,0,6,0,0,0,1,0,0,474,2,Defenders,Defender,DF,17,Sheffield Utd,Chris Basham
635,Bogle,Jayden,17,2,0.1,45,1127,22144,19386,7.1,0,136,32,1.01,0.29,1.30,21.38,0.08,0.02,0.1,1.71,2.1,0.3,7.1,1,2,2,27,0,0,0,5,0,0,476,2,Defenders,Defender,DF,17,Sheffield Utd,Jayden Bogle
636,Brewster,Rhian,17,4,0.0,49,167,2800,7787,1.2,0,13,6,0.03,0.05,0.08,3.67,0.02,0.03,0.05,1.98,1.0,0.0,1.2,0,0,0,5,0,0,0,0,0,0,477,4,Forwards,Forward,FW,17,Sheffield Utd,Rhian Brewster
637,Coulibaly,Ismaila,17,3,0.0,44,0,4388,5655,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,478,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Ismaila Coulibaly
638,Davies,Adam,17,1,0.2,40,0,7994,12909,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,479,1,Goalkeepers,Goalkeeper,GK,17,Sheffield Utd,Adam Davies
639,Egan,John,17,2,0.1,43,482,4328,14671,0.2,0,54,1,0.17,0.00,0.17,14.85,0.03,0.0,0.03,2.77,0.2,0.0,0.2,0,0,0,17,0,0,0,2,0,0,480,2,Defenders,Defender,DF,17,Sheffield Utd,John Egan
640,Fleck,John,17,3,0.0,49,89,607,1221,0.6,0,13,3,0.00,0.35,0.35,3.15,0.0,0.35,0.35,3.19,0.8,0.0,0.6,0,0,0,5,0,0,0,1,0,0,481,3,Midfielders,Midfielder,MF,17,Sheffield Utd,John Fleck
641,Foderingham,Wes,17,1,0.4,45,1710,46023,42926,10.7,7,337,48,0.00,0.03,0.03,37.48,0.0,0.0,0.0,1.97,2.5,0.7,10.7,0,0,1,47,1,0,0,2,0,87,482,1,Goalkeepers,Goalkeeper,GK,17,Sheffield Utd,Wes Foderingham
642,Jebbison,Daniel,17,4,0.0,48,0,1573,2514,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,483,4,Forwards,Forward,FW,17,Sheffield Utd,Daniel Jebbison
643,Lowe,Max,17,2,0.0,43,310,1439,6923,1.4,0,23,6,0.58,0.04,0.62,6.61,0.17,0.01,0.18,1.92,0.9,0.1,1.4,0,0,0,8,0,0,0,1,0,0,484,2,Defenders,Defender,DF,17,Sheffield Utd,Max Lowe
644,McBurnie,Oliver,17,4,0.0,54,677,8955,10687,5.4,4,91,29,2.99,1.13,4.11,16.65,0.4,0.15,0.55,2.21,2.6,0.3,5.4,3,1,0,23,0,0,0,1,2,0,485,4,Forwards,Forward,FW,17,Sheffield Utd,Oliver McBurnie
645,Ndiaye,Iliman,17,4,0.0,55,0,0,2144,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,486,4,Forwards,Forward,FW,17,Sheffield Utd,Iliman Ndiaye
646,Norrington-Davies,Rhys,17,2,0.2,39,0,24141,14922,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,487,2,Defenders,Defender,DF,17,Sheffield Utd,Rhys Norrington-Davies
647,Norwood,Oliver,17,3,0.0,48,1181,9411,8941,6.7,3,183,32,1.10,0.99,2.09,28.06,0.08,0.08,0.16,2.14,1.9,0.2,6.7,1,0,0,35,0,0,0,6,0,0,488,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Oliver Norwood
648,Osborn,Ben,17,3,0.0,48,298,820,2784,1.7,0,32,8,0.12,0.28,0.40,5.78,0.04,0.08,0.12,1.75,1.0,0.0,1.7,0,0,0,5,0,0,0,2,0,0,489,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Ben Osborn
649,Osula,William,17,4,1.7,43,450,257019,246769,2.3,0,2,10,0.73,0.08,0.81,10.73,0.15,0.02,0.17,2.15,1.0,0.2,2.3,0,0,0,8,0,0,0,4,0,0,490,4,Forwards,Forward,FW,17,Sheffield Utd,William Osula
650,Robinson,Jack,17,2,0.1,44,1569,13186,13520,3.9,1,223,17,0.51,0.41,0.92,33.80,0.03,0.02,0.05,1.94,0.9,0.3,3.9,0,1,1,45,1,0,0,6,0,0,576,2,Defenders,Defender,DF,17,Sheffield Utd,Jack Robinson
651,Slimane,Anis,17,3,0.0,47,248,727,5076,1.5,0,9,7,0.81,0.12,0.93,5.55,0.29,0.04,0.33,2.01,0.8,0.1,1.5,0,0,1,8,1,0,0,2,0,0,587,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Anis Ben Slimane
652,Larouci,Yasser,17,2,0.0,43,276,1163,3941,0.9,0,29,4,0.17,0.02,0.19,7.34,0.06,0.01,0.07,2.39,0.7,0.0,0.9,0,0,0,7,0,0,0,1,0,0,592,2,Defenders,Defender,DF,17,Sheffield Utd,Yasser Larouci
653,Traore,Benie,17,4,0.0,52,383,7886,12494,2.1,0,14,11,0.27,0.46,0.73,11.66,0.06,0.11,0.17,2.74,1.4,0.1,2.1,0,0,0,13,0,0,0,0,0,0,593,4,Forwards,Forward,FW,17,Sheffield Utd,Benie Adama Traore
654,de Souza Costa,Vini,17,3,0.0,50,1413,2820,2483,6.4,1,169,32,0.20,0.19,0.39,31.10,0.01,0.01,0.02,1.98,1.8,0.4,6.4,0,0,1,38,0,0,0,2,0,0,638,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Vinicius Souza
655,Seriki,Femi,17,2,0.1,40,0,4987,4297,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,653,2,Defenders,Defender,DF,17,Sheffield Utd,Femi Seriki
656,Marsh,Louie,17,4,0.0,45,0,3568,4711,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,654,4,Forwards,Forward,FW,17,Sheffield Utd,Louie Marsh
657,Brooks,Andre,17,3,0.0,44,323,5635,4582,2.3,0,36,10,0.09,0.03,0.12,2.69,0.03,0.01,0.04,0.75,1.4,0.3,2.3,0,0,1,4,0,0,0,0,0,0,655,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Andre Brooks
658,Hackford,Antwoine,17,4,0.1,44,11,11405,10008,0.5,0,5,2,0.00,0.00,0.00,0.12,0.0,0.0,0.0,0.98,1.0,0.0,0.5,0,0,0,1,0,0,0,0,0,0,656,4,Forwards,Forward,FW,17,Sheffield Utd,Antwoine Hackford
659,Hamer,Gustavo,17,3,0.2,50,1434,62028,49091,10.2,3,215,51,1.57,1.67,3.24,29.50,0.1,0.1,0.2,1.85,2.8,0.5,10.2,2,2,2,35,0,0,0,5,0,0,663,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Gustavo Hamer
660,Davies,Tom,17,3,0.0,50,57,549,623,0.4,0,-2,2,0.09,0.04,0.13,2.51,0.14,0.06,0.2,3.96,0.7,0.0,0.4,0,0,0,5,0,0,0,1,0,0,666,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Tom Davies
661,Thomas,Luke,17,2,0.1,40,827,10609,6553,1.5,0,74,6,0.53,0.18,0.71,19.44,0.06,0.02,0.08,2.12,0.5,0.0,1.5,0,0,0,27,0,0,0,3,0,0,693,2,Defenders,Defender,DF,17,Sheffield Utd,Luke Thomas
662,One,Ryan,17,3,0.0,45,7,402,282,0.2,0,3,1,0.00,0.00,0.00,1.28,0.0,0.0,0.0,16.46,1.0,0.0,0.2,0,0,0,2,0,0,0,0,0,0,730,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Ryan One
663,Buyabu,Jili,17,2,0.0,40,0,1260,747,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,731,2,Defenders,Defender,DF,17,Sheffield Utd,Jili Buyabu
664,Peck,Sydie,17,3,0.0,45,9,63,36,0.2,0,3,1,0.00,0.00,0.00,0.12,0.0,0.0,0.0,1.2,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,759,3,Midfielders,Midfielder,MF,17,Sheffield Utd,Sydie Peck
665,Johnson,Brennan,18,3,0.7,58,990,108091,104034,8.1,2,144,47,3.20,1.39,4.58,19.96,0.29,0.13,0.42,1.81,2.9,0.6,8.1,1,4,2,19,0,0,0,1,0,0,450,3,Midfielders,Midfielder,MF,18,Spurs,Brennan Johnson
666,Austin,Brandon,18,1,0.2,39,0,9041,13935,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,491,1,Goalkeepers,Goalkeeper,GK,18,Spurs,Brandon Austin
667,Bentancur,Rodrigo,18,3,0.0,54,88,3544,3706,0.6,0,7,3,0.63,0.29,0.92,4.00,0.64,0.3,0.94,4.09,0.8,0.0,0.6,0,0,0,6,0,0,0,1,0,0,492,3,Midfielders,Midfielder,MF,18,Spurs,Rodrigo Bentancur
668,Bissouma,Yves,18,3,0.3,50,1211,82331,90786,4.8,0,167,24,0.95,1.20,2.15,25.55,0.07,0.09,0.16,1.9,1.6,0.2,4.8,0,0,6,17,0,0,0,5,2,0,493,3,Midfielders,Midfielder,MF,18,Spurs,Yves Bissouma
669,Gil Salvatierra,Bryan,18,3,0.0,49,166,1449,1350,1.6,0,33,8,0.13,0.20,0.33,5.27,0.07,0.11,0.18,2.86,1.1,0.1,1.6,0,0,0,9,0,0,0,0,0,0,494,3,Midfielders,Midfielder,MF,18,Spurs,Bryan Gil Salvatierra
670,Davies,Ben,18,2,0.6,43,808,36334,61021,6.3,0,169,27,1.80,0.27,2.07,18.24,0.2,0.03,0.23,2.03,2.1,0.7,6.3,1,1,1,15,0,0,0,1,0,0,495,2,Defenders,Defender,DF,18,Spurs,Ben Davies
671,Dier,Eric,18,2,0.5,42,191,32779,97144,0.2,0,28,1,0.00,0.03,0.03,6.75,0.0,0.01,0.01,3.18,0.3,0.0,0.2,0,0,0,7,0,0,0,0,0,0,496,2,Defenders,Defender,DF,18,Spurs,Eric Dier
672,Leite de Souza Junior,Emerson,18,2,0.8,44,687,156003,181775,4.8,4,155,21,0.11,0.63,0.74,19.50,0.01,0.08,0.09,2.55,1.5,0.2,4.8,1,0,0,19,0,0,0,2,0,0,497,2,Defenders,Defender,DF,18,Spurs,Emerson
673,Forster,Fraser,18,1,2.0,39,0,37930,216452,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,498,1,Goalkeepers,Goalkeeper,GK,18,Spurs,Fraser Forster
674,Hojbjerg,Pierre-Emile,18,3,0.3,52,697,15774,49730,3.8,0,119,20,0.26,0.81,1.06,17.93,0.03,0.1,0.13,2.32,1.1,0.2,3.8,0,0,1,17,0,0,0,3,0,0,499,3,Midfielders,Midfielder,MF,18,Spurs,Pierre Hojbjerg
675,Kane,Harry,18,4,0.6,125,0,565,320601,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,500,4,Forwards,Forward,FW,18,Spurs,Harry Kane
